"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Ddx3x",2.04685553620468e-99,0.356057773916891,0.271,0.088,1.16157004824079e-94,"KO","Ddx3x"
"Nasp",2.54555972095832e-99,0.310100322580825,0.214,0.054,1.44457968604664e-94,"KO","Nasp"
"Krt8",8.12345108538485e-99,0.318122186847355,0.257,0.08,4.60997725644505e-94,"KO","Krt8"
"Slc7a1",2.30892766197459e-98,0.296180949300724,0.309,0.113,1.31029335889396e-93,"KO","Slc7a1"
"Ankrd1",2.59151381217278e-98,0.441724593310184,0.209,0.053,1.47065817326993e-93,"KO","Ankrd1"
"Esf1",3.76466969658385e-98,0.275058742036494,0.228,0.064,2.13641240611437e-93,"KO","Esf1"
"Fat1",6.96834727069903e-98,0.264584598185657,0.307,0.113,3.95446739264899e-93,"KO","Fat1"
"Angptl2",8.54521204376597e-98,0.257396728586142,0.208,0.052,4.84932238271675e-93,"KO","Angptl2"
"Plk2",1.27930224710394e-97,0.41467742690817,0.254,0.08,7.25991232209017e-93,"KO","Plk2"
"Rbbp6",4.44573598335207e-97,0.259862312302998,0.342,0.135,2.52291071319247e-92,"KO","Rbbp6"
"1700012B09Rik",4.45738936560836e-97,0.267961966919325,0.201,0.049,2.52952389108909e-92,"KO","1700012B09Rik"
"Actg1",4.7309642064108e-97,0.365519923850982,0.208,0.053,2.68477487749607e-92,"KO","Actg1"
"Ccnb1ip1",8.22043708638744e-97,0.41949392546363,0.715,0.435,4.66501584215401e-92,"KO","Ccnb1ip1"
"Septin9",9.16290879051529e-97,0.260261001174787,0.449,0.206,5.19985910952952e-92,"KO","Septin9"
"Myo1e",9.39402819957028e-97,0.26904900962564,0.488,0.234,5.33101706297414e-92,"KO","Myo1e"
"Col8a1",2.24392003842164e-96,0.301230839860099,0.262,0.085,1.2734021826039e-91,"KO","Col8a1"
"Nucks1",3.39094642947153e-96,0.289553968535802,0.353,0.143,1.9243281892608e-91,"KO","Nucks1"
"Eea1",4.05779661533246e-96,0.266120804135471,0.407,0.176,2.30275900123502e-91,"KO","Eea1"
"Casp3",4.11482137640303e-96,0.252292297894014,0.181,0.038,2.33511998289496e-91,"KO","Casp3"
"Tnfrsf23",4.68979048850274e-96,0.419926515364662,0.181,0.039,2.66140920432042e-91,"KO","Tnfrsf23"
"Hsp90aa1",7.08087600540853e-96,0.380206378218324,0.777,0.503,4.01832632430929e-91,"KO","Hsp90aa1"
"Hectd1",7.40742262634871e-96,0.257294785632408,0.398,0.17,4.20363826622663e-91,"KO","Hectd1"
"Samd4",8.56089302803048e-96,0.256884481727797,0.48,0.227,4.85822118447701e-91,"KO","Samd4"
"Prrg4",2.04322778651995e-95,0.322023333344698,0.19,0.044,1.1595113365722e-90,"KO","Prrg4"
"Pdzd8",3.43067453573523e-95,0.269200612342533,0.197,0.048,1.94687349228439e-90,"KO","Pdzd8"
"Hs2st1",5.99371666422984e-95,0.268901735331909,0.31,0.116,3.40137426978379e-90,"KO","Hs2st1"
"Sgms2",6.12912980789245e-95,0.755116862069502,0.302,0.114,3.47821987468088e-90,"KO","Sgms2"
"Ptpn12",7.05691945885625e-95,0.290554063584388,0.34,0.134,4.00473122370633e-90,"KO","Ptpn12"
"Ngf",7.99848795287639e-95,0.309412874768228,0.236,0.071,4.53906192837782e-90,"KO","Ngf"
"Ebna1bp2",1.07137281421437e-94,0.262094200649032,0.208,0.054,6.07993358338513e-90,"KO","Ebna1bp2"
"Amd1",2.78422691561611e-94,0.266389040738551,0.208,0.055,1.58002093234299e-89,"KO","Amd1"
"Gpatch4",3.9652910996623e-94,0.267299666885043,0.186,0.042,2.25026304614736e-89,"KO","Gpatch4"
"Hirip3",5.13675261780829e-94,0.363205132093236,0.15,0.024,2.91505574308002e-89,"KO","Hirip3"
"Ywhah",5.4632276679057e-94,0.281837831639029,0.193,0.046,3.1003270692598e-89,"KO","Ywhah"
"Nbl1",2.26072489961284e-93,0.310908682233394,0.175,0.037,1.28293877328129e-88,"KO","Nbl1"
"Rps18",6.29590241865301e-93,0.265318982101774,0.475,0.228,3.5728616635614e-88,"KO","Rps18"
"Cct6a",1.41591403170228e-92,0.270429228378077,0.222,0.064,8.03517053850728e-88,"KO","Cct6a"
"Col4a2",2.13177577094413e-92,0.258615553371507,0.306,0.115,1.20976143225309e-87,"KO","Col4a2"
"Cdk11b",1.3897453562605e-91,0.256143688619702,0.307,0.115,7.88666592224271e-87,"KO","Cdk11b"
"Rtn4",1.99730128442383e-91,0.276091309233504,0.561,0.292,1.13344850589768e-86,"KO","Rtn4"
"Upp1",2.0112018315059e-91,0.457640547504119,0.186,0.044,1.14133692736128e-86,"KO","Upp1"
"Gfod1",3.76544030358077e-91,0.267046656886197,0.283,0.101,2.13684971787905e-86,"KO","Gfod1"
"Eps8",6.2433746008891e-91,0.266134606340904,0.487,0.241,3.54305265225855e-86,"KO","Eps8"
"Gm49890",9.43381993078968e-91,0.259146135288502,0.258,0.087,5.35359847252384e-86,"KO","Gm49890"
"Bms1",2.80850866195541e-90,0.272806050280052,0.188,0.046,1.59380058057308e-85,"KO","Bms1"
"Slc30a4",1.00722844845453e-89,0.270723117820595,0.169,0.036,5.71592072213464e-85,"KO","Slc30a4"
"P4ha1",2.2503312681117e-89,0.343019752142699,0.279,0.102,1.27704049134071e-84,"KO","P4ha1"
"Npepps",3.30011102941486e-89,0.323670312272126,0.363,0.155,1.87278000808264e-84,"KO","Npepps"
"Klra4",9.72547899760932e-89,0.261746535187113,0.2,0.053,5.51911207635331e-84,"KO","Klra4"
"Eno3",2.14760635626447e-88,0.266938387720568,0.179,0.042,1.21874513111652e-83,"KO","Eno3"
"Atad2",3.88449077819104e-88,0.299103165298449,0.191,0.049,2.20440967171563e-83,"KO","Atad2"
"Rbm3",5.31417504054204e-88,0.252933408541516,0.151,0.027,3.0157411937572e-83,"KO","Rbm3"
"Bcl2l1",5.97097179846087e-88,0.367259464117361,0.376,0.168,3.38846678590856e-83,"KO","Bcl2l1"
"Rest",7.30947945861409e-88,0.276772429569646,0.189,0.048,4.14805649796891e-83,"KO","Rest"
"Zfp292",5.75513571410552e-87,0.272331877520937,0.316,0.126,3.26598196639774e-82,"KO","Zfp292"
"Rrbp1",3.18477135510052e-86,0.251691970428581,0.645,0.354,1.807325896306e-81,"KO","Rrbp1"
"Anxa8",6.79540395426599e-85,0.267093463004825,0.171,0.04,3.85632379000641e-80,"KO","Anxa8"
"Sox9",1.05084690086272e-84,0.277923043431204,0.182,0.046,5.96345107770586e-80,"KO","Sox9"
"Gsr",1.43797655613711e-84,0.439862630194121,0.252,0.088,8.16037315842249e-80,"KO","Gsr"
"Eef1a1",2.03059954285936e-84,0.300070082438538,0.583,0.323,1.15234493457726e-79,"KO","Eef1a1"
"Smtn",1.33043369865923e-83,0.263685175924416,0.184,0.048,7.55007819652125e-79,"KO","Smtn"
"Prc1",1.7294958929482e-83,0.374644686765521,0.157,0.034,9.81471624289175e-79,"KO","Prc1"
"Gtf2f1",2.47054062804881e-83,0.264608632179605,0.165,0.038,1.40200710101142e-78,"KO","Gtf2f1"
"Col6a2",6.85820732294941e-83,0.255049795869312,0.183,0.048,3.89196407370056e-78,"KO","Col6a2"
"Fam111a",7.99032451436412e-83,0.27635227875776,0.183,0.048,4.53442925865649e-78,"KO","Fam111a"
"H1f4",5.28165389296955e-81,0.329364272820139,0.133,0.022,2.99728576772129e-76,"KO","H1f4"
"Dynap",1.83030402649472e-80,0.253225304045708,0.172,0.042,1.03867923199549e-75,"KO","Dynap"
"Plaur",9.64949700086989e-80,0.535850602973976,0.282,0.111,5.47599305302365e-75,"KO","Plaur"
"Tm4sf1",1.21936690110366e-79,0.250264203221187,0.182,0.049,6.91978522707314e-75,"KO","Tm4sf1"
"Chka",4.4536786751126e-79,0.288342357107253,0.4,0.19,2.52741811133965e-74,"KO","Chka"
"Pdgfa",7.85884291999709e-79,0.25286378468923,0.157,0.036,4.45981476866915e-74,"KO","Pdgfa"
"Tes",4.72414416775744e-78,0.310411125393774,0.264,0.1,2.68090457376067e-73,"KO","Tes"
"Igf1r",5.61856309583105e-78,0.566912890797305,0.441,0.221,3.18847837125316e-73,"KO","Igf1r"
"Dusp7",3.28886660817069e-77,0.257324614062661,0.16,0.038,1.86639891147078e-72,"KO","Dusp7"
"Atg9b",3.95299843931852e-77,0.25517421092305,0.123,0.019,2.24328708432887e-72,"KO","Atg9b"
"Il31ra",1.09121699099086e-76,0.563396842613473,0.813,0.541,6.19254730217401e-72,"KO","Il31ra"
"S100a9",8.78436623526724e-76,1.19808066297608,0.23,0.087,4.98503999485181e-71,"KO","S100a9"
"Rpl4",2.77398889999291e-75,0.279181453853579,0.651,0.388,1.57421096085697e-70,"KO","Rpl4"
"Ppp4r1",2.9680526101532e-75,0.253003667567484,0.207,0.067,1.68434017573584e-70,"KO","Ppp4r1"
"Gm30835",4.42616433884701e-73,0.739724923550649,0.194,0.064,2.51180400065229e-68,"KO","Gm30835"
"Hmmr",1.03789984472435e-72,0.256173733655001,0.129,0.025,5.88997782882622e-68,"KO","Hmmr"
"Tpd52",2.63728346206823e-71,0.384061654654112,0.418,0.211,1.4966319918891e-66,"KO","Tpd52"
"Ppp3ca",3.98151828809694e-71,0.281014438843307,0.627,0.375,2.25947181331213e-66,"KO","Ppp3ca"
"Vps4b",8.34643472746522e-70,0.292086046759149,0.207,0.072,4.73651824348924e-65,"KO","Vps4b"
"Tiparp",2.24464656253595e-69,0.368600771646986,0.276,0.115,1.27381447777353e-64,"KO","Tiparp"
"Rab7",6.5234894154324e-67,0.549084001323795,0.343,0.166,3.70201500836373e-62,"KO","Rab7"
"H1f3",1.23742903970119e-66,0.288577229627849,0.1,0.013,7.02228605740027e-62,"KO","H1f3"
"Adam8",1.34888102356902e-66,0.393236181567659,0.214,0.079,7.65476492065184e-62,"KO","Adam8"
"Thbs1",8.09262041471945e-66,0.970374337057406,0.321,0.157,4.59248115914914e-61,"KO","Thbs1"
"Fndc3a",1.04619542145389e-65,0.261341379489634,0.427,0.221,5.9370543972087e-61,"KO","Fndc3a"
"Ank3",9.54639817050908e-64,0.255988364799703,0.548,0.322,5.4174854977822e-59,"KO","Ank3"
"Mcl1",9.62408057622753e-64,0.406726134481108,0.326,0.157,5.46156948620336e-59,"KO","Mcl1"
"Kdm3a",3.38464054328397e-63,0.280220600570505,0.194,0.068,1.92074966190822e-58,"KO","Kdm3a"
"Csf1",6.39930045347517e-63,0.598054125824781,0.208,0.078,3.63153901434262e-58,"KO","Csf1"
"Il1rap",1.54324212578066e-62,0.49920594199424,0.183,0.063,8.75774473959267e-58,"KO","Il1rap"
"Neat1",7.58546244080877e-57,0.409158323196259,0.767,0.512,4.30467408053457e-52,"KO","Neat1"
"Smox",2.45069939903685e-54,0.515547680137455,0.197,0.08,1.39074740195942e-49,"KO","Smox"
"Suco",5.45122447506004e-52,0.466414974000127,0.209,0.089,3.09351537735182e-47,"KO","Suco"
"Mxd1",9.82291830920056e-52,0.792577564147816,0.24,0.115,5.57440791128822e-47,"KO","Mxd1"
"Tgoln1",1.10190369859573e-50,0.271623777634337,0.173,0.066,6.25319329916089e-46,"KO","Tgoln1"
"Egln3",3.19802391062713e-50,0.38905779849366,0.148,0.051,1.81484658904179e-45,"KO","Egln3"
"Mir142hg",8.34181602697921e-50,0.290762642215243,0.138,0.045,4.73389717715043e-45,"KO","Mir142hg"
"Nedd9",3.03063955239937e-45,0.46116142372469,0.266,0.136,1.71985763959112e-40,"KO","Nedd9"
"Slfn4",4.08345696220556e-45,1.09823981931817,0.102,0.028,2.31732099148203e-40,"KO","Slfn4"
"Malat1",4.672753659868e-43,0.316966092434634,0.996,0.941,2.65174097443849e-38,"KO","Malat1"
"Lilrb4b",5.0491350796556e-37,0.863631707334334,0.212,0.113,2.86533366635375e-32,"KO","Lilrb4b"
"Ankrd33b",6.91798091760288e-34,0.707322622099977,0.16,0.077,3.92588499093046e-29,"KO","Ankrd33b"
"Fbxl5",6.22960669527338e-31,0.348845895714846,0.269,0.158,3.53523950350069e-26,"KO","Fbxl5"
"Rnf149",1.07776325844273e-30,0.290032108962348,0.191,0.101,6.11619871533663e-26,"KO","Rnf149"
"Hdc",1.25389415026408e-26,0.702231297284385,0.129,0.063,7.11572391333364e-22,"KO","Hdc"
"Sp140",1.57217941972618e-26,0.286084303469693,0.153,0.079,8.92196098900408e-22,"KO","Sp140"
"Il1r2",1.84627278844395e-26,0.931457925775048,0.155,0.083,1.04774134471406e-21,"KO","Il1r2"
"Lilrb4a",2.72979159734456e-24,0.457433965355688,0.118,0.057,1.54912943357706e-19,"KO","Lilrb4a"
"Gm49339",1.97429278329553e-21,0.597905309746745,0.264,0.176,1.12039141159238e-16,"KO","Gm49339"
"Cd300lf",1.05738174236923e-19,0.437783030302304,0.117,0.063,6.00053564977113e-15,"KO","Cd300lf"
"B230303A05Rik",1.33988191479719e-17,0.928976205410746,0.129,0.076,7.60369587828259e-13,"KO","B230303A05Rik"
"Slc15a3",6.8580291919348e-17,0.312246414231624,0.194,0.126,3.89186298613108e-12,"KO","Slc15a3"
"Cxcl2",3.54037177315426e-16,0.681753345435774,0.288,0.207,2.00912557754731e-11,"KO","Cxcl2"
"Lyst",7.25212039085035e-14,0.351589077676505,0.189,0.128,4.11550580060366e-09,"KO","Lyst"
"Acod1",5.81621991651745e-11,0.702069665282043,0.23,0.174,3.30064664042449e-06,"KO","Acod1"
"Pik3ap1",6.30708828155772e-09,0.471674757954906,0.175,0.13,0.000357920952890119,"KO","Pik3ap1"
"Srgn",1.05336424184311e-08,0.351147578061801,0.264,0.207,0.000597773673603547,"KO","Srgn"
"Chst11",3.9283320714662e-07,0.415068098098558,0.141,0.106,0.0222928916723635,"KO","Chst11"
"Basp1",5.83925935129434e-07,0.427288782328551,0.189,0.151,0.0331372128926602,"KO","Basp1"
"Rora",5.7653733724656e-177,1.60870623308556,0.296,0.088,3.27179173514051e-172,"WT","Rora"
"Ankfn1",4.50812394306747e-167,1.88293350255906,0.217,0.044,2.55831525645136e-162,"WT","Ankfn1"
"Rbms3",4.49528867772289e-158,1.55691520297761,0.321,0.118,2.55103137172096e-153,"WT","Rbms3"
"Naaladl2",5.23554747604316e-149,1.54373705425016,0.25,0.072,2.97112083717973e-144,"WT","Naaladl2"
"Tshz2",1.34424780966801e-147,1.63962934419679,0.304,0.11,7.62847189508502e-143,"WT","Tshz2"
"Prkn",5.45887893883162e-140,1.56121953021163,0.254,0.081,3.09785920899756e-135,"WT","Prkn"
"Lrmda",1.46453413236827e-133,1.00977957452091,0.528,0.32,8.31108474777668e-129,"WT","Lrmda"
"Mecom",1.44980130708505e-132,1.90515512747732,0.253,0.083,8.22747743757698e-128,"WT","Mecom"
"Sh3gl2",1.12841860103176e-117,1.70722528850871,0.185,0.047,6.40366271899516e-113,"WT","Sh3gl2"
"Ctnnd2",2.74913147974952e-115,1.47396151894212,0.206,0.062,1.56010462344306e-110,"WT","Ctnnd2"
"Fhit",4.23043341471582e-114,1.40997934979686,0.23,0.078,2.40072865851708e-109,"WT","Fhit"
"Sdk1",6.83422050624111e-102,1.40077826864689,0.225,0.081,3.87835179508677e-97,"WT","Sdk1"
"Gm10800",1.3943105077153e-99,1.93463280361703,0.293,0.146,7.91257270023358e-95,"WT","Gm10800"
"Ccser1",1.47800258612688e-98,1.32405562810369,0.188,0.059,8.38751687601145e-94,"WT","Ccser1"
"Gm15564",2.90664023707677e-94,0.303298095418458,0.175,0.422,1.6494892681387e-89,"WT","Gm15564"
"Trp63",3.79440003412114e-93,1.44168314064053,0.147,0.036,2.15328407536341e-88,"WT","Trp63"
"Ptprd",6.56830909186355e-93,1.39846334740513,0.221,0.086,3.72744972654165e-88,"WT","Ptprd"
"Atp8b1",1.95958223680719e-92,1.3749824245254,0.173,0.053,1.11204332356571e-87,"WT","Atp8b1"
"Slit3",1.75884301030429e-90,1.3818749505845,0.206,0.074,9.98125819917581e-86,"WT","Slit3"
"Mir99ahg",7.41936769716159e-90,1.17792769255879,0.188,0.062,4.21041697446223e-85,"WT","Mir99ahg"
"Plce1",3.85008801262303e-89,1.18905040054082,0.162,0.047,2.18488644628344e-84,"WT","Plce1"
"Samd12",1.90794090293383e-86,1.15932637671879,0.153,0.043,1.08273738300592e-81,"WT","Samd12"
"Tmprss2",3.58829490701822e-85,1.5165253014885,0.14,0.036,2.03632147678377e-80,"WT","Tmprss2"
"Fmo5",1.3040833582973e-81,1.67087583762476,0.139,0.038,7.40054265000135e-77,"WT","Fmo5"
"Thrb",8.0984821133226e-81,1.01920017399424,0.135,0.035,4.59580761448944e-76,"WT","Thrb"
"Stox2",5.04248331152552e-80,1.28148679854128,0.165,0.054,2.86155885445762e-75,"WT","Stox2"
"Asic2",1.34028199134242e-79,1.29060690924416,0.17,0.058,7.60596627266909e-75,"WT","Asic2"
"Opcml",9.59110847587639e-78,1.32014325025974,0.171,0.059,5.44285814897509e-73,"WT","Opcml"
"Dlg2",2.0690528384248e-77,1.34125027161579,0.188,0.072,1.17416679527769e-72,"WT","Dlg2"
"Gm10801",2.25392706497144e-77,1.52502930630731,0.271,0.143,1.27908107010064e-72,"WT","Gm10801"
"Setbp1",1.29599149370075e-75,0.958869760292175,0.158,0.051,7.35462212760238e-71,"WT","Setbp1"
"Magi2",1.94745620657233e-75,1.26267042499696,0.197,0.08,1.10516192266773e-70,"WT","Magi2"
"Plxna4",2.16221138170184e-75,1.08798818063973,0.143,0.042,1.22703333700198e-70,"WT","Plxna4"
"Pkhd1",9.77652582630694e-75,1.08867547628034,0.139,0.041,5.54808064117093e-70,"WT","Pkhd1"
"Pcdh15",4.08504493997492e-73,1.21564141872431,0.174,0.065,2.31822215298637e-68,"WT","Pcdh15"
"Atp10b",4.76197625663311e-73,0.95495768731184,0.1,0.019,2.70237390587673e-68,"WT","Atp10b"
"Alk",7.11385415491505e-73,1.07845461866839,0.131,0.036,4.03704109437274e-68,"WT","Alk"
"C3",2.07161115207988e-71,1.8187496149548,0.259,0.133,1.17561861269381e-66,"WT","C3"
"Agmo",6.79516586058259e-71,0.926610808763246,0.118,0.03,3.85618867422202e-66,"WT","Agmo"
"Zfpm2",2.14724661962991e-70,1.2634937013167,0.162,0.058,1.21854098417378e-65,"WT","Zfpm2"
"Lsamp",2.95655629530962e-70,1.34994817365976,0.184,0.075,1.67781613202526e-65,"WT","Lsamp"
"Cntnap2",1.72980388546987e-69,1.33281832965155,0.191,0.081,9.81646406965294e-65,"WT","Cntnap2"
"Sntg1",2.03525548108825e-69,1.43496488427514,0.183,0.076,1.15498713296277e-64,"WT","Sntg1"
"Adamtsl1",2.3315894045945e-68,1.09142935735841,0.172,0.066,1.32315367121333e-63,"WT","Adamtsl1"
"Myo5b",2.59281275058071e-68,0.890462484461688,0.118,0.031,1.47139530782705e-63,"WT","Myo5b"
"Prkg1",5.26114798553272e-68,1.2250337594384,0.188,0.078,2.98564887030996e-63,"WT","Prkg1"
"Saa3",6.67383115427319e-68,2.203684469232,0.216,0.102,3.78733244173849e-63,"WT","Saa3"
"9530036O11Rik",4.24611723325306e-66,1.01931175965509,0.145,0.049,2.40962906869878e-61,"WT","9530036O11Rik"
"Ctnna3",1.01130228068696e-65,1.23252930983754,0.161,0.061,5.73903931267041e-61,"WT","Ctnna3"
"Pdzd2",1.3376214715715e-65,0.984411565025232,0.143,0.048,7.59086808902112e-61,"WT","Pdzd2"
"Csmd1",8.93916949187071e-65,1.23011496484983,0.167,0.066,5.07288929494171e-60,"WT","Csmd1"
"Gstm1",1.04156657281169e-64,1.26581643594363,0.115,0.031,5.91078614404908e-60,"WT","Gstm1"
"Dab1",2.34095171406861e-64,1.10896227261552,0.15,0.054,1.3284666882168e-59,"WT","Dab1"
"Nell1",3.20872102837146e-64,1.10031879961752,0.121,0.036,1.82091709639052e-59,"WT","Nell1"
"Bach2",3.77684469944267e-64,0.944348612081379,0.135,0.044,2.14332159848672e-59,"WT","Bach2"
"Sox6",8.01699162891118e-64,0.950611400372331,0.121,0.035,4.54956257949081e-59,"WT","Sox6"
"Sox5",2.25790193359444e-63,1.14206599945285,0.216,0.105,1.28133676829551e-58,"WT","Sox5"
"Tenm2",7.07354581595425e-63,1.18702664961771,0.147,0.053,4.01416651509588e-58,"WT","Tenm2"
"Ppp1r9a",7.33332458301279e-62,0.850963086927482,0.115,0.033,4.16158836761393e-57,"WT","Ppp1r9a"
"Ptprr",1.53764613693182e-61,0.861135197415504,0.101,0.025,8.72598806247441e-57,"WT","Ptprr"
"Hdac9",1.76194594162587e-61,1.24923980167356,0.178,0.077,9.99886702413267e-57,"WT","Hdac9"
"Tmtc1",2.00314661018871e-61,1.01528066759268,0.119,0.035,1.13676566981599e-56,"WT","Tmtc1"
"Upk1b",2.34842970298563e-61,1.05896820615635,0.108,0.029,1.33271037214732e-56,"WT","Upk1b"
"Adarb2",2.489958350812e-61,0.914195421999905,0.111,0.031,1.4130264645023e-56,"WT","Adarb2"
"Rarb",4.77567075975439e-61,0.878115039232401,0.113,0.032,2.71014539945302e-56,"WT","Rarb"
"Pparg",4.93632078053533e-61,0.89551699161716,0.102,0.026,2.80131267974599e-56,"WT","Pparg"
"Rbpms",2.29679213731491e-60,0.965473457988349,0.181,0.078,1.30340657000484e-55,"WT","Rbpms"
"Agbl4",2.84506432143251e-60,1.06721075798323,0.138,0.048,1.61454555176974e-55,"WT","Agbl4"
"Nlgn1",9.79975179600097e-60,0.966511268057749,0.118,0.036,5.56126114671259e-55,"WT","Nlgn1"
"Gpc5",2.02268125770087e-59,1.09734605349408,0.143,0.052,1.14785138693266e-54,"WT","Gpc5"
"Ptprf",2.01618286871989e-58,0.774168649225092,0.102,0.027,1.14416361616985e-53,"WT","Ptprf"
"Ptprt",3.58664938380339e-58,1.1270820171941,0.147,0.056,2.03538765881458e-53,"WT","Ptprt"
"Nrxn3",4.65953484465444e-58,1.29648316741295,0.178,0.08,2.64423942899295e-53,"WT","Nrxn3"
"Ptprn2",6.57715222458381e-58,1.01345480928539,0.125,0.041,3.73246811592907e-53,"WT","Ptprn2"
"Syt16",7.2829718247367e-58,0.857055547857341,0.109,0.031,4.13301368081983e-53,"WT","Syt16"
"Ssbp2",1.72737408290033e-57,0.855166598284069,0.139,0.051,9.80267518305109e-53,"WT","Ssbp2"
"Dlc1",1.86297508422842e-57,0.985274281641949,0.138,0.05,1.05721973054879e-52,"WT","Dlc1"
"Kazn",2.20705584409105e-57,0.902785527751755,0.12,0.038,1.25248212096323e-52,"WT","Kazn"
"Chrm3",3.2728944401211e-57,0.919381321774942,0.113,0.034,1.85733486582432e-52,"WT","Chrm3"
"Plcb4",1.0030475477907e-56,0.913002963350354,0.142,0.053,5.69219452895745e-52,"WT","Plcb4"
"Srgap1",1.09836494683018e-56,0.92969739042683,0.128,0.044,6.23311123676659e-52,"WT","Srgap1"
"Tmem132d",2.53971145415372e-56,0.923442133319315,0.111,0.033,1.44126085311769e-51,"WT","Tmem132d"
"Cadm2",2.69030268902863e-55,0.890947937653003,0.116,0.037,1.52671987299686e-50,"WT","Cadm2"
"Rasgef1b",6.967056274759e-55,1.0289235895153,0.168,0.072,3.95373476536298e-50,"WT","Rasgef1b"
"Cacna2d3",1.61896090247241e-54,0.976303125302151,0.111,0.035,9.18744122544067e-50,"WT","Cacna2d3"
"Ntm",1.8622847898531e-54,1.04246394810426,0.122,0.041,1.05682799539374e-49,"WT","Ntm"
"Gm10718",6.38770434866946e-54,1.08520395931237,0.123,0.043,3.62495834082643e-49,"WT","Gm10718"
"Ctnna2",8.56154845578086e-54,1.00724877298902,0.124,0.043,4.85859313317108e-49,"WT","Ctnna2"
"Cadps2",1.50730427949356e-53,0.814419400078539,0.115,0.037,8.553801055698e-49,"WT","Cadps2"
"Arhgap32",2.5646397350275e-53,0.749711186608594,0.105,0.031,1.45540740323076e-48,"WT","Arhgap32"
"Patj",3.92781377582048e-53,0.771781542036371,0.107,0.033,2.22899503964036e-48,"WT","Patj"
"Hs6st3",9.01256719859816e-53,0.86889221776605,0.102,0.03,5.11454175953247e-48,"WT","Hs6st3"
"Lrrc4c",2.52288357031358e-52,1.06218078075344,0.131,0.049,1.43171119731725e-47,"WT","Lrrc4c"
"Csmd2",2.58641497677057e-52,0.922162651729808,0.112,0.036,1.46776463516753e-47,"WT","Csmd2"
"Nckap5",1.45651636266613e-51,1.18256177633434,0.238,0.141,8.265584706494e-47,"WT","Nckap5"
"Esrrg",6.45051505130028e-51,0.89430972048031,0.105,0.032,3.6606027864624e-46,"WT","Esrrg"
"Fry",1.97842342810809e-50,0.900206374742927,0.176,0.083,1.12273551121706e-45,"WT","Fry"
"Ust",2.21856241601e-50,0.789033516435791,0.121,0.043,1.25901198546151e-45,"WT","Ust"
"Rgs6",5.27418520857436e-50,0.862332269020855,0.102,0.031,2.99304736401386e-45,"WT","Rgs6"
"Erc2",7.93917694288504e-50,0.980044446133511,0.121,0.044,4.50540352331783e-45,"WT","Erc2"
"Sox2ot",1.09248193386832e-49,0.87155868499136,0.101,0.031,6.19972572650935e-45,"WT","Sox2ot"
"Sgcz",1.12045717145233e-49,0.9220924789354,0.109,0.036,6.3584824022748e-45,"WT","Sgcz"
"Cdh18",1.17647612109954e-49,0.908038708312149,0.102,0.032,6.67638433962778e-45,"WT","Cdh18"
"Astn2",3.934556075766e-49,0.982488540892032,0.125,0.047,2.23282122743645e-44,"WT","Astn2"
"Npas3",8.92140940283562e-49,0.874169995551768,0.115,0.04,5.06281062201518e-44,"WT","Npas3"
"Il1rapl1",9.96085341352611e-49,0.936864339528456,0.122,0.045,5.65268470364193e-44,"WT","Il1rapl1"
"Galnt18",1.11688821313879e-48,0.78452818608228,0.108,0.036,6.33822892074133e-44,"WT","Galnt18"
"Tnik",1.32274928548334e-48,0.793316642907056,0.103,0.033,7.50646992018943e-44,"WT","Tnik"
"Kcnip4",3.58751321011381e-48,1.01338509771593,0.128,0.05,2.03587787160749e-43,"WT","Kcnip4"
"Grm7",8.1974094100823e-48,0.89717488613442,0.106,0.035,4.6519478661276e-43,"WT","Grm7"
"Lama2",1.41070808619025e-47,0.871294461802649,0.102,0.033,8.00562731832107e-43,"WT","Lama2"
"Galntl6",1.61545261962916e-47,0.953259163270541,0.123,0.047,9.16753207113354e-43,"WT","Galntl6"
"Clstn2",2.25361560247546e-47,0.850873818495526,0.101,0.032,1.2789043182488e-42,"WT","Clstn2"
"Lingo2",2.76506949292954e-47,0.973944830548032,0.122,0.047,1.56914928654258e-42,"WT","Lingo2"
"Cdh12",2.94627457945737e-47,0.889406105025658,0.113,0.04,1.67198136109626e-42,"WT","Cdh12"
"Cntnap5a",3.20088997397537e-47,0.882450975078819,0.109,0.038,1.81647305133128e-42,"WT","Cntnap5a"
"Sugct",1.40656201569009e-46,0.885584610103956,0.121,0.046,7.98209878283972e-42,"WT","Sugct"
"Krt7",1.62878943947485e-46,0.836221987490618,0.102,0.033,9.24321719007585e-42,"WT","Krt7"
"Dcc",1.66259590915386e-46,0.910123554136011,0.106,0.036,9.43506552485723e-42,"WT","Dcc"
"Ppp2r2b",2.72791349044733e-46,0.823480857994862,0.104,0.035,1.54806362669396e-41,"WT","Ppp2r2b"
"Thsd7b",4.21938603485451e-46,0.896684283358492,0.111,0.04,2.39445938091959e-41,"WT","Thsd7b"
"Pcsk5",8.85045218988078e-46,0.818417544709227,0.102,0.034,5.02254311323544e-41,"WT","Pcsk5"
"Grm8",9.31513921599832e-46,0.907581416926893,0.111,0.04,5.28624835368689e-41,"WT","Grm8"
"Bnc2",2.16955138357989e-45,0.721445571853058,0.113,0.041,1.23119871466775e-40,"WT","Bnc2"
"Nrxn1",2.52921528852766e-45,0.899937926042816,0.111,0.041,1.43530438408656e-40,"WT","Nrxn1"
