"","X","gene","cluster_id","p_val","p_adj.loc","p_adj.glb","filtered","mean_KO","mean_WT","FC_KO/WT","log2FC_KO/WT"
"57269",57269,"Nkain2","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,87.1256777602553,196.355904299778,0.443713052943088,-1.17230110057693
"57412",57412,"Chchd2","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,108.462781797309,261.638363311066,0.414552286693354,-1.27037401730181
"57567",57567,"Jund","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,516.974729518814,1464.71777328286,0.352951769240926,-1.5024570417901
"57626",57626,"Lsmem1","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,14.2236657031832,89.021482835378,0.159777901357656,-2.64586020981526
"57833",57833,"Myo18b","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,43.4711681204269,121.212109377215,0.358637172010128,-1.47940306653783
"58048",58048,"Cops9","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,29.074371496002,83.2733634362909,0.349143715303942,-1.51810709089338
"58922",58922,"Hmga1b","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,32.6546016941465,82.5247062329253,0.395694855331919,-1.3375397868054
"62266",62266,"Gm15564","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,255.746790463919,1144.64675435041,0.223428572607151,-2.16211440180217
"64625",64625,"Rpl41","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,447.602676926419,856.176479933227,0.522792540343233,-0.935689539229542
"75681",75681,"Gm49711","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,18.2039513185999,66.0369657957053,0.275663048706938,-1.85902220084369
"76818",76818,"AY036118","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,54.2552909346986,131.282496680375,0.413271321818249,-1.27483884079526
"76842",76842,"Rn7s2","Activated fibroblasts",4.99975001249937e-05,0.0101530637753827,0.00640991206253641,FALSE,4.86789407530671,27.4390781247115,0.177407347768098,-2.49486233119501
"78091",78091,"Cox5a","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,105.291750059212,330.381906783576,0.318697083276373,-1.64974227929205
"78251",78251,"S100a4","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,304.655218025784,563.242631340704,0.540895168571676,-0.886579083897733
"78254",78254,"S100a6","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,497.772785331075,1243.44812388974,0.400316487489602,-1.320787058903
"78321",78321,"Ube2c","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,82.2307854974948,221.934954781301,0.370517504007093,-1.43238639487253
"78682",78682,"Ier3","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,88.1733512422271,205.923271040513,0.428185463433514,-1.22369227671734
"79057",79057,"Rps9","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,211.989998737456,501.070085969182,0.423074545205428,-1.24101620808374
"79161",79161,"Clic1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,173.205987651505,398.183103858455,0.434990801902724,-1.20094320010904
"79215",79215,"Rplp1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,270.685825643714,727.82264004628,0.371911796569699,-1.42696758575786
"79911",79911,"Birc5","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,76.1740743732664,194.681599882065,0.391275161183241,-1.35374456649165
"79915",79915,"Wfdc2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,143.14602917963,340.570442020736,0.420312544830048,-1.25046557845455
"80307",80307,"Dusp6","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,113.941395495368,248.15108670135,0.459161380310601,-1.12292679167481
"80593",80593,"Arf5","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,25.8953709616193,89.6290291764963,0.288917231387462,-1.79127184427007
"80947",80947,"Nfkbia","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,131.097952118091,266.380775279379,0.492144945447343,-1.0228448173687
"81087",81087,"Hsp90aa1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,1955.91592449219,2624.54669691853,0.745239521471889,-0.424223909711939
"81102",81102,"Atp5mpl","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,14.0510494421807,54.7824871674477,0.256487979438252,-1.96303688079457
"81720",81720,"Rangap1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,164.552416589746,324.695698099478,0.506789641972194,-0.98054105665185
"82392",82392,"Cript","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,11.3783912384411,42.7534810022869,0.266139527628932,-1.90974529636792
"82596",82596,"Sec11c","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,89.2199636704176,224.31830800301,0.397738216130003,-1.33010890671355
"83037",83037,"Rps24","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,430.634066840025,830.06428203166,0.518796045272552,-0.946760612767726
"83134",83134,"Psmd13","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,70.6364327335833,216.140003350548,0.326808696393981,-1.61348172071362
"83150",83150,"Rplp2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,330.784029335085,901.859527304659,0.366779991029958,-1.44701315723364
"83499",83499,"Ptma","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,1232.22023301153,1942.75762931789,0.634263489390681,-0.65684579731854
"83630",83630,"Rgs16","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,37.5999920270005,107.826966666748,0.348706758516242,-1.51991376867531
"84131",84131,"Usp50","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,60.9076590718203,189.441359438005,0.321511940436388,-1.63705577696562
"85159",85159,"Pcdh7","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,67.3477281848878,157.392244404663,0.42789737473807,-1.22466326720894
"85483",85483,"Cdk8","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,93022.7057392001,223697.075733718,0.415842296704546,-1.26589158791173
"85716",85716,"Ptms","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,354.519232518369,654.274545478952,0.541850871271247,-0.884032248624144
"85960",85960,"2200002D01Rik","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,69.5557588775902,173.636151160946,0.40058339471668,-1.31982547617414
"86195",86195,"Denn2b","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,45.6366071587837,122.496459531731,0.372554499397283,-1.42447660821463
"87068",87068,"Rpsa","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,752.367678504052,1472.79364773066,0.510843918741317,-0.969045531815124
"87659",87659,"Slc25a37","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,130.7009103581,261.977923098935,0.498900475322652,-1.00317605102648
"87884",87884,"Cxcl10","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,39.504057003365,122.961503477921,0.321271746733792,-1.63813398192519
"87933",87933,"Htr2a","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,9.1429136921378,39.0267847383597,0.234272788635625,-2.09373870355567
"88001",88001,"Lars2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,5610.55601805822,12225.6642354042,0.458916252730929,-1.12369719352157
"88815",88815,"Nme1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,107.310953958999,233.272797571202,0.460023436407085,-1.12022073213732
"89099",89099,"Fau","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,243.435551014911,449.164217152212,0.541974497786888,-0.883703126669808
"89176",89176,"Nos1ap","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,49.5423641836878,130.494959646809,0.379649637945992,-1.39725946254738
"89398",89398,"Rps21","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,232.302706965918,605.308605908807,0.383775655423138,-1.38166489693993
"89655",89655,"Mrps6","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,170.016372516795,390.019855286948,0.435917223731365,-1.19787388706396
"89799",89799,"Ndufb10","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,37.9028211169374,129.934093118932,0.291708051421454,-1.77740288833759
"90305",90305,"Sox5","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,18.5971563088784,92.4682585997805,0.201119352635051,-2.3138761837698
"90565",90565,"S100a13","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,36.1994241282788,107.664867734293,0.336223179297593,-1.57250890718134
"90599",90599,"Atf4","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,125.485229550163,305.822897343583,0.410319929083609,-1.28517886780326
"91509",91509,"Wdr89","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,290.061750095989,794.689551129094,0.365000080451378,-1.4540313129035
"91715",91715,"Cox17","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,98.6347741891818,232.959313086177,0.423399145895895,-1.23990973582292
"91771",91771,"Bst2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,60.6859244045731,174.408005344204,0.347953778181259,-1.52303242219726
"94202",94202,"Trim12c","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,27.3698524207508,132.88524557512,0.205966074730837,-2.27952136839246
"94598",94598,"Tafa1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,31.7162553078855,173.803217656393,0.182483706202657,-2.45416044201828
"94809",94809,"Gm10076","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,144.176631114446,341.020574395329,0.42277986121538,-1.24202143816836
"95166",95166,"Rps12","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,1094.70409996983,2271.96701393711,0.481830983132457,-1.05340092884445
"95679",95679,"mt-Rnr2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,20594.2175945052,25447.15347694,0.809293566495264,-0.305264968126245
"96107",96107,"Cenpb","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,138.759870462487,352.723590169842,0.393395492475204,-1.34594766757322
"96452",96452,"Chchd2","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,92.0429352072162,242.108971138518,0.380171518528967,-1.39527764184924
"96607",96607,"Jund","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,383.57740395736,1174.38273776273,0.326620437803861,-1.61431302659721
"96666",96666,"Lsmem1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,12.0109516526686,64.800889258141,0.185351648567997,-2.43166314795098
"96687",96687,"Ccnb1ip1","Tumor cells 1",4.99975001249937e-05,0.00895658342082896,0.00640991206253641,FALSE,1437.80392220795,2066.32233736056,0.695827507747194,-0.52319838157195
