"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj","cluster","gene"
"Litaf",3.89032026736286e-25,0.593924923575968,0.265,0.178,2.20771784852575e-20,"0","Litaf"
"Gna13",5.11310482476663e-25,1.01811139088108,0.201,0.129,2.90163585700681e-20,"0","Gna13"
"Ddhd1",9.47796738401209e-25,1.22865893088911,0.183,0.115,5.37865171075302e-20,"0","Ddhd1"
"Foxn3",2.44954277384285e-24,0.945434661741104,0.269,0.194,1.39009102872808e-19,"0","Foxn3"
"Pik3r1",2.88473408350246e-24,0.976588252136827,0.178,0.107,1.63705774504681e-19,"0","Pik3r1"
"Fosl2",6.72626992193772e-24,0.948388500810119,0.246,0.173,3.81709091800043e-19,"0","Fosl2"
"Arhgdib",1.35419201256322e-23,0.82565920242008,0.106,0.05,7.68490425209504e-19,"0","Arhgdib"
"Ifi207",2.53614291835325e-23,0.823907891238193,0.14,0.076,1.43923574473629e-18,"0","Ifi207"
"Spag9",5.63339886552275e-23,0.899427605360438,0.445,0.437,3.1968975221955e-18,"0","Spag9"
"Stat1",6.63519632714896e-23,0.910218905327921,0.298,0.229,3.76540756369376e-18,"0","Stat1"
"Birc3",7.42040617560971e-23,0.834621026779611,0.249,0.175,4.21100630059676e-18,"0","Birc3"
"Apba1",1.29902469333594e-22,0.657823350726686,0.113,0.055,7.37183523221213e-18,"0","Apba1"
"Grk3",1.36841928697e-22,0.706484914114918,0.107,0.051,7.76564261162603e-18,"0","Grk3"
"Lpcat2",1.64069633345633e-22,0.441082680313062,0.104,0.047,9.31078762273131e-18,"0","Lpcat2"
"Atf3",1.79751378221465e-22,1.07738779030445,0.212,0.143,1.02007109626899e-17,"0","Atf3"
"Ptpn22",1.92745280269349e-22,0.289807590870773,0.064,0.154,1.09381019100053e-17,"0","Ptpn22"
"Wdfy4",2.09561091261628e-22,0.832464102803734,0.138,0.074,1.18923823680061e-17,"0","Wdfy4"
"Sod2",1.16936689264674e-21,0.91143408812722,0.185,0.118,6.63604017908097e-17,"0","Sod2"
"Grb2",2.52114026672657e-21,1.05610962359352,0.234,0.172,1.43072188996466e-16,"0","Grb2"
"Pcgf5",4.61263683539225e-21,0.251440404042573,0.139,0.266,2.61762527771675e-16,"0","Pcgf5"
"AU020206",5.81435963684159e-21,0.282817269283963,0.178,0.326,3.29959095031123e-16,"0","AU020206"
"Gns",6.34720936017862e-21,0.998646170126174,0.194,0.131,3.60197783980777e-16,"0","Gns"
"Tpd52",8.11740691826631e-21,0.851387978168773,0.365,0.325,4.60654725204695e-16,"0","Tpd52"
"Dock8",8.31508368517657e-21,0.756200854220868,0.189,0.12,4.71872684050085e-16,"0","Dock8"
"Tnfrsf1b",1.25580380705231e-20,0.867747388643142,0.229,0.162,7.12656102464114e-16,"0","Tnfrsf1b"
"Nfkb1",1.56698171986948e-20,0.990425500745992,0.387,0.365,8.89246456208731e-16,"0","Nfkb1"
"Cd300lf",1.65300070981026e-20,0.452027722718314,0.147,0.081,9.38061372810224e-16,"0","Cd300lf"
"Mdfic",2.04294484643487e-20,1.15116185977914,0.188,0.127,1.15935077090333e-15,"0","Mdfic"
"Nfkbie",2.77406864005675e-20,0.895463318880778,0.118,0.064,1.57425621254581e-15,"0","Nfkbie"
"Gm20431",4.68158476500706e-20,0.734603093091348,0.105,0.053,2.65675253829386e-15,"0","Gm20431"
"Junb",7.56034851511668e-20,0.85433604931443,0.308,0.249,4.29042217884356e-15,"0","Junb"
"Plekhm3",1.49730157348491e-19,0.803185622609169,0.151,0.092,8.49703669936949e-15,"0","Plekhm3"
"Rab43",1.72281650801244e-19,0.939503931134215,0.145,0.087,9.7768114013198e-15,"0","Rab43"
"Vav3",2.09407222976448e-19,0.999396808279138,0.356,0.324,1.18836504966905e-14,"0","Vav3"
"Man2a1",2.11780655798134e-19,1.12498940897633,0.33,0.298,1.20183404358883e-14,"0","Man2a1"
"Pafah1b1",2.26467602480351e-19,0.274609277086739,0.187,0.335,1.28518099731575e-14,"0","Pafah1b1"
"Tank",2.57264381891608e-19,1.0813460444042,0.191,0.131,1.45994964079668e-14,"0","Tank"
"Gbp8",2.77733399781585e-19,0.659171975134163,0.162,0.099,1.57610927042052e-14,"0","Gbp8"
"Iqgap1",5.78070494352145e-19,0.806285125887069,0.479,0.515,3.28049224839899e-14,"0","Iqgap1"
"Nfkbia",9.45014410089575e-19,0.560658790445869,0.406,0.366,5.36286227581733e-14,"0","Nfkbia"
"Brd2",9.64252934163599e-19,0.258072639206743,0.137,0.256,5.47203897608501e-14,"0","Brd2"
"Med13",1.25189723265347e-18,0.253243785854601,0.152,0.277,7.10439160558518e-14,"0","Med13"
"Synj1",1.8529786617752e-18,0.90150698310698,0.166,0.108,1.05154686077081e-13,"0","Synj1"
"Ell2",2.09879194204693e-18,0.888657241986715,0.232,0.17,1.19104343919221e-13,"0","Ell2"
"Slc49a4",4.21828294655793e-18,0.738294236894302,0.101,0.053,2.39383338934216e-13,"0","Slc49a4"
"Wac",4.56756857258369e-18,0.262950211975492,0.122,0.231,2.59204948925552e-13,"0","Wac"
"Pag1",4.85470535812055e-18,0.501732354444816,0.178,0.112,2.75499674367983e-13,"0","Pag1"
"Rpl37a",7.12100304754124e-18,0.250883853096121,0.102,0.199,4.04109801944918e-13,"0","Rpl37a"
"Tec",7.27622438953138e-18,0.59022310318836,0.123,0.069,4.12918457881517e-13,"0","Tec"
"Gnb2",2.06956268356106e-17,0.258604282062369,0.095,0.188,1.17445612729407e-12,"0","Gnb2"
"Ski",2.13757151334933e-17,0.25130132154049,0.141,0.256,1.21305045811061e-12,"0","Ski"
"Tpi1",2.56072207229354e-17,0.257008142619584,0.113,0.215,1.45318416880586e-12,"0","Tpi1"
"Gsap",2.78725761282696e-17,0.713161736177559,0.216,0.155,1.58174082270317e-12,"0","Gsap"
"Rab20",4.42943961912122e-17,0.503290341313419,0.115,0.063,2.5136626894551e-12,"0","Rab20"
"Ppm1h",6.52768098432334e-17,0.671302233004103,0.235,0.172,3.70439368179365e-12,"0","Ppm1h"
"Ube2k",7.13625486785437e-17,0.302749777869033,0.172,0.303,4.04975327495867e-12,"0","Ube2k"
"Nlrp3",7.94078976368809e-17,0.331185003265857,0.133,0.075,4.50631878299536e-12,"0","Nlrp3"
"Xylt1",8.19819557501175e-17,0.307833918010156,0.22,0.149,4.65239400686342e-12,"0","Xylt1"
"Prpf40a",1.23486426633794e-16,0.305724744542205,0.148,0.267,7.00773122504118e-12,"0","Prpf40a"
"Cnot2",1.31643353675274e-16,0.26159543857405,0.099,0.191,7.47062867771811e-12,"0","Cnot2"
"Gvin1",1.32893450922275e-16,0.795910304936481,0.139,0.086,7.54157044638818e-12,"0","Gvin1"
"Kdm7a",1.37060332295285e-16,0.970298142813015,0.205,0.151,7.77803679742511e-12,"0","Kdm7a"
"Rap1gap2",1.88272907682778e-16,0.635176883386582,0.134,0.079,1.068429923809e-11,"0","Rap1gap2"
"Slc9a9",2.48068298936646e-16,0.770746689628235,0.161,0.104,1.40776278963557e-11,"0","Slc9a9"
"Aff1",2.59818891839575e-16,0.915216846590286,0.373,0.356,1.4744462293004e-11,"0","Aff1"
"Lnpep",3.6460495368539e-16,0.262758183075038,0.168,0.292,2.06909665166922e-11,"0","Lnpep"
"Sh2b2",4.88468446390544e-16,0.655104282782476,0.105,0.057,2.7720095864217e-11,"0","Sh2b2"
"Cd14",5.72293778813304e-16,0.466708714347142,0.106,0.057,3.24770996538762e-11,"0","Cd14"
"Brd4",6.10840367369567e-16,0.32921422001347,0.194,0.333,3.46645800078556e-11,"0","Brd4"
"Nr4a1",6.23708729868331e-16,0.766188185324132,0.117,0.067,3.53948467112979e-11,"0","Nr4a1"
"Irf1",9.5094438785116e-16,0.698387402606605,0.252,0.196,5.39651430661655e-11,"0","Irf1"
"Aldoa",1.13625438093164e-15,0.276800239662032,0.138,0.246,6.44812998634898e-11,"0","Aldoa"
"Ctla4",1.88360987696236e-15,0.301858307546216,0.045,0.106,1.06892976907737e-10,"0","Ctla4"
"Mcl1",1.98253121923703e-15,0.75127886466476,0.294,0.247,1.12506664160482e-10,"0","Mcl1"
"Psme1",2.99492383470507e-15,0.298342255872793,0.121,0.219,1.69958932695678e-10,"0","Psme1"
"Per1",2.99709239459309e-15,0.814901073890495,0.136,0.086,1.70081996300763e-10,"0","Per1"
"Zswim6",3.71500124919298e-15,0.93386836309037,0.304,0.269,2.10822605890453e-10,"0","Zswim6"
"Rapgef1",4.26024745463433e-15,0.274752278926176,0.157,0.271,2.41764782803043e-10,"0","Rapgef1"
"Srsf2",4.86667648970314e-15,0.323703012689271,0.115,0.209,2.76179024114164e-10,"0","Srsf2"
"Tacc1",5.03230341520171e-15,0.761595996641936,0.148,0.097,2.85578186509282e-10,"0","Tacc1"
"Hdac9",5.26188480806985e-15,0.845742747098592,0.162,0.107,2.98606700973156e-10,"0","Hdac9"
"Trim25",6.32267202665419e-15,0.938573712729345,0.172,0.121,3.58805314840599e-10,"0","Trim25"
"Prdx1",6.52839144357247e-15,0.4585909913902,0.151,0.263,3.70479686031294e-10,"0","Prdx1"
"Icam1",8.37311675506739e-15,0.321408576772581,0.117,0.067,4.75166002733319e-10,"0","Icam1"
"Eif5",1.0542833702817e-14,0.28181701321496,0.143,0.25,5.98295269801163e-10,"0","Eif5"
"Vegfa",1.28344210226757e-14,1.1897298558705,0.183,0.135,7.28340558615824e-10,"0","Vegfa"
"Gdi2",1.39062346371764e-14,0.304735188774949,0.13,0.231,7.89164909425125e-10,"0","Gdi2"
"Acsl4",1.40746288172838e-14,0.285220709676553,0.112,0.203,7.9872111075204e-10,"0","Acsl4"
"Gab1",1.55577951238054e-14,1.31214861452275,0.22,0.177,8.82889315480835e-10,"0","Gab1"
"Ldlrad4",1.80740400633884e-14,0.282160624676605,0.149,0.256,1.02568369955723e-09,"0","Ldlrad4"
"Procr",2.17150855738958e-14,0.319097604908729,0.051,0.112,1.23230939123302e-09,"0","Procr"
"Mrc1",2.83771968459569e-14,0.965460631480137,0.108,0.064,1.61037754381121e-09,"0","Mrc1"
"Ecpas",3.85778311934833e-14,0.329484187375604,0.185,0.312,2.18925334239899e-09,"0","Ecpas"
"Atp1b3",4.81263831608143e-14,1.0883861927729,0.268,0.233,2.73112411799305e-09,"0","Atp1b3"
"Clec4d",4.98593528218612e-14,0.260526302789144,0.149,0.092,2.8294684132878e-09,"0","Clec4d"
"Mapkapk2",5.08784749244971e-14,0.680054285689308,0.313,0.273,2.88730257349029e-09,"0","Mapkapk2"
"Cd47",5.52836927290711e-14,0.293880651579263,0.18,0.301,3.13729427868206e-09,"0","Cd47"
"Myo1c",6.87367904868457e-14,0.265355373181054,0.069,0.138,3.90074412333801e-09,"0","Myo1c"
"Tcf7l2",6.88346235022849e-14,0.954360005458222,0.291,0.254,3.90629604913117e-09,"0","Tcf7l2"
"Med15",1.35385244364179e-13,0.277647549137363,0.1,0.183,7.68297723242282e-09,"0","Med15"
"Csde1",1.84243214407112e-13,0.352354429678287,0.163,0.276,1.04556181743892e-08,"0","Csde1"
"Kansl1",2.02274266627903e-13,0.279220403685917,0.185,0.307,1.14788623568669e-08,"0","Kansl1"
"Tnpo1",2.04356963306731e-13,0.28834990741954,0.124,0.216,1.15970533106937e-08,"0","Tnpo1"
"Eif4a1",2.76801600339714e-13,0.34954502978961,0.143,0.244,1.57082140176784e-08,"0","Eif4a1"
"Zfp710",2.8156529008125e-13,0.865267792060508,0.185,0.139,1.59785486468208e-08,"0","Zfp710"
"Cfl1",5.49680279934984e-13,0.334780006926446,0.148,0.252,3.11938062060304e-08,"0","Cfl1"
"Fbxw7",5.68541133225247e-13,0.264508671667317,0.098,0.177,3.22641407693995e-08,"0","Fbxw7"
"Ifitm3",6.03958971048895e-13,0.310614336021406,0.111,0.196,3.42740676480537e-08,"0","Ifitm3"
"Zfand3",6.07330644843356e-13,0.726735803043558,0.431,0.453,3.44654067642156e-08,"0","Zfand3"
"Lrrc8c",6.1678540422699e-13,1.05111667519376,0.201,0.159,3.50019549044775e-08,"0","Lrrc8c"
"Znrf1",6.4652105563192e-13,0.263286851706524,0.139,0.234,3.66894233860558e-08,"0","Znrf1"
"Sipa1l1",7.64468086854315e-13,0.329761093556094,0.203,0.33,4.33827994608955e-08,"0","Sipa1l1"
"Sem1",8.80360848528275e-13,0.43143171403099,0.168,0.281,4.99595977931311e-08,"0","Sem1"
"Clcn7",1.08452935914401e-12,0.766204083588092,0.104,0.063,6.15459566020636e-08,"0","Clcn7"
"Cblb",1.21152692864252e-12,1.15388456701479,0.268,0.239,6.87529416735341e-08,"0","Cblb"
"Pitpnc1",1.23901126851767e-12,0.990759079870681,0.249,0.21,7.03126504771092e-08,"0","Pitpnc1"
"Skil",2.62039654578339e-12,0.772852289171147,0.12,0.078,1.48704883576662e-07,"0","Skil"
"Adam17",4.69723420456035e-12,0.924770263217488,0.185,0.143,2.66563343874595e-07,"0","Adam17"
"Abi1",5.23433807299183e-12,0.591240395275598,0.394,0.388,2.97043451304213e-07,"0","Abi1"
"Prkch",1.00813613477631e-11,0.629209087642746,0.14,0.094,5.72107175124211e-07,"0","Prkch"
"Lsp1",1.15115391546841e-11,0.601799016342925,0.106,0.065,6.53268335489169e-07,"0","Lsp1"
"Niban2",1.25163882718551e-11,0.443889351663097,0.22,0.356,7.10292518039506e-07,"0","Niban2"
"Wasf2",1.90294921287509e-11,0.31301825945964,0.177,0.287,1.07990464881448e-06,"0","Wasf2"
"Iigp1",1.95257358981589e-11,0.564532002199254,0.178,0.128,1.10806598648462e-06,"0","Iigp1"
"Stag2",2.28984021466234e-11,0.256199734159596,0.115,0.193,1.29946142341873e-06,"0","Stag2"
"Dab2",2.3651867666435e-11,0.839427422999256,0.147,0.105,1.34221983820252e-06,"0","Dab2"
"Atxn2l",3.24838399931206e-11,0.299595146886387,0.085,0.153,1.8434254357696e-06,"0","Atxn2l"
"Wdr26",3.62656035265653e-11,0.324237096782898,0.128,0.213,2.05803673452905e-06,"0","Wdr26"
"Tpp2",4.03987495728944e-11,0.309861535856747,0.092,0.162,2.29258863951218e-06,"0","Tpp2"
"Rnf169",4.68540269445828e-11,0.260227784069054,0.121,0.201,2.65891917507813e-06,"0","Rnf169"
"Szrd1",5.30964952067817e-11,0.286388789404035,0.085,0.152,3.01317300648966e-06,"0","Szrd1"
"Psme2",5.37400697030184e-11,0.397120929073099,0.159,0.258,3.04969521557659e-06,"0","Psme2"
"Irf2bp2",6.06123522843463e-11,0.786412147991382,0.12,0.082,3.43969037978437e-06,"0","Irf2bp2"
"Dgkd",6.07376233106753e-11,0.276811336132524,0.093,0.161,3.44679938525751e-06,"0","Dgkd"
"Zfp106",7.55953417424033e-11,0.266750129353288,0.115,0.192,4.28996004853965e-06,"0","Zfp106"
"Tmbim6",8.64255753399728e-11,0.338577244538871,0.13,0.214,4.90456497496812e-06,"0","Tmbim6"
"Sh3bgrl",8.94526617747965e-11,0.877392222980927,0.159,0.119,5.07634910305793e-06,"0","Sh3bgrl"
"Sik1",9.36254343466193e-11,0.684996919620096,0.139,0.097,5.3131497737363e-06,"0","Sik1"
"Vapa",9.4187206625498e-11,0.275011009015561,0.081,0.144,5.34502978879038e-06,"0","Vapa"
"Akr1a1",1.01801913658482e-10,0.457663465765723,0.161,0.262,5.77715679820521e-06,"0","Akr1a1"
"Man1c1",1.05696687184156e-10,0.258980390396733,0.113,0.187,5.99818130101366e-06,"0","Man1c1"
"Ago2",1.2823307102221e-10,0.337193017684724,0.151,0.244,7.27709854743941e-06,"0","Ago2"
"Bcl2l11",1.31550002426754e-10,0.668648724329843,0.124,0.084,7.46533108771586e-06,"0","Bcl2l11"
"Rabgap1l",1.43772828899047e-10,0.483125274846735,0.109,0.18,8.15896426719203e-06,"0","Rabgap1l"
"Arhgap31",1.72484146295292e-10,0.682008104912242,0.15,0.107,9.7883028181115e-06,"0","Arhgap31"
"Mideas",1.77359223874864e-10,0.272718722675899,0.122,0.199,1.00649585956747e-05,"0","Mideas"
"Gm4951",1.81847660180366e-10,0.556635626738889,0.101,0.063,1.03196728675756e-05,"0","Gm4951"
"Peli1",2.05967736301724e-10,0.767829850964446,0.146,0.107,1.16884630673865e-05,"0","Peli1"
"Oxct1",2.29053328061287e-10,0.260880173498278,0.078,0.138,1.299854731415e-05,"0","Oxct1"
"Agfg1",2.39602793542929e-10,0.309611990629124,0.087,0.151,1.35972189307677e-05,"0","Agfg1"
"Psme4",2.54400358724554e-10,0.290171793863485,0.133,0.215,1.44369659572597e-05,"0","Psme4"
"Luc7l2",2.64404892008655e-10,0.325140559374564,0.228,0.356,1.50047132165992e-05,"0","Luc7l2"
"Tmcc1",2.71738964700123e-10,0.271581075546869,0.147,0.234,1.54209145077673e-05,"0","Tmcc1"
"Phf20l1",2.79288546669353e-10,0.335705282769063,0.141,0.227,1.58493457349391e-05,"0","Phf20l1"
"Npc2",2.82001531327834e-10,1.0063330463862,0.231,0.203,1.60033049013232e-05,"0","Npc2"
"Abcc5",3.13646259725172e-10,0.317756265822665,0.113,0.187,1.77991115931438e-05,"0","Abcc5"
"Gapdh",3.17484289042767e-10,0.402558266413596,0.123,0.203,1.8016915918888e-05,"0","Gapdh"
"Hif1a",3.69547409956951e-10,1.01307458583508,0.246,0.221,2.0971445967647e-05,"0","Hif1a"
"Rab11fip1",4.15758655749031e-10,0.61605999124203,0.146,0.105,2.35938879551017e-05,"0","Rab11fip1"
"Dgkz",4.30971132664257e-10,0.715253618251279,0.129,0.091,2.44571808075639e-05,"0","Dgkz"
"Ap3d1",4.5336349334132e-10,0.309541329683041,0.094,0.16,2.57279248836265e-05,"0","Ap3d1"
"Pdcd10",4.68006202942639e-10,0.251486618637432,0.061,0.112,2.65588840107918e-05,"0","Pdcd10"
"Actr2",5.97961320613217e-10,0.383452008109762,0.192,0.302,3.39337069834795e-05,"0","Actr2"
"Nod2",6.7011576982449e-10,0.692668996731763,0.112,0.076,3.802839982177e-05,"0","Nod2"
"Sh3kbp1",6.99944075239808e-10,0.388089301402861,0.195,0.306,3.97211263257839e-05,"0","Sh3kbp1"
"Grn",7.01123628860312e-10,0.412996166635033,0.118,0.195,3.97880648141938e-05,"0","Grn"
"Clint1",7.05666669262262e-10,0.302619621254619,0.138,0.22,4.00458778139641e-05,"0","Clint1"
"Apaf1",7.1568481329277e-10,0.3000896219333,0.099,0.166,4.06143974695514e-05,"0","Apaf1"
"Kmt2d",7.22032589654902e-10,0.287021211512849,0.145,0.231,4.0974627430326e-05,"0","Kmt2d"
"Zfp131",9.58557890127945e-10,0.268149479544357,0.061,0.111,5.43972017068708e-05,"0","Zfp131"
"Itprid2",9.80200982045067e-10,0.456860185038636,0.141,0.228,5.56254255300755e-05,"0","Itprid2"
"Pten",9.94610120502818e-10,0.455564451423537,0.152,0.243,5.64431297284144e-05,"0","Pten"
"Thbs1",1.1712059230436e-09,0.556979714127395,0.278,0.247,6.64647649268011e-05,"0","Thbs1"
"Gpbp1",1.18414332197774e-09,0.394092558944222,0.139,0.223,6.7198949378915e-05,"0","Gpbp1"
"Asxl2",1.20070708276285e-09,0.298356483225275,0.102,0.169,6.81389262397091e-05,"0","Asxl2"
"Dlst",1.22822605205657e-09,0.296779196193951,0.076,0.134,6.97006002281581e-05,"0","Dlst"
"Ppp2ca",1.30488190163691e-09,0.360713437569467,0.122,0.198,7.40507430359931e-05,"0","Ppp2ca"
"Elf2",1.56690357507029e-09,0.949953696306274,0.221,0.191,8.89202109816636e-05,"0","Elf2"
"Safb2",1.57398773392359e-09,0.36990793383157,0.141,0.225,8.93222299124299e-05,"0","Safb2"
"Med13l",1.70115821035182e-09,0.341704122244885,0.232,0.357,9.65390272792556e-05,"0","Med13l"
"Lrrfip2",1.89192225624507e-09,0.290307484051298,0.154,0.242,0.000107364696119652,"0","Lrrfip2"
"Arhgap24",2.00070366404862e-09,0.449983152144426,0.172,0.127,0.000113537932231095,"0","Arhgap24"
"Usp25",2.02514930404249e-09,0.265009128668225,0.129,0.204,0.000114925197855107,"0","Usp25"
"Pvr",2.10913106437726e-09,0.30523814929576,0.061,0.111,0.000119691078772345,"0","Pvr"
"Itga9",2.14935698131927e-09,0.444301667659961,0.103,0.066,0.000121973859332887,"0","Itga9"
"Arih1",2.69463308628232e-09,0.268236747847375,0.248,0.377,0.000152917733013435,"0","Arih1"
"Ep300",3.27362754789066e-09,0.256168690095387,0.106,0.172,0.000185775089715247,"0","Ep300"
"Tapbp",3.54248657619157e-09,0.299637950712625,0.166,0.257,0.000201032570712295,"0","Tapbp"
"Tor1aip1",3.58414964192861e-09,0.306167098046877,0.089,0.149,0.000203396908029807,"0","Tor1aip1"
"Ifnar2",4.32095332987832e-09,0.744918137347238,0.144,0.107,0.000245209780517265,"0","Ifnar2"
"Rab1a",4.59927752813726e-09,0.374850083198539,0.136,0.215,0.000261004400444261,"0","Rab1a"
"Spon1",5.01966677297914e-09,0.517654386876978,0.112,0.075,0.000284861069699793,"0","Spon1"
"Atxn7l1",5.99902937888897e-09,0.795050360354959,0.294,0.28,0.00034043891822257,"0","Atxn7l1"
"Pan3",6.84130258699545e-09,0.344049248733813,0.216,0.331,0.000388237080509405,"0","Pan3"
"Larp4b",6.84773983246287e-09,0.384958274575757,0.206,0.319,0.000388602387752435,"0","Larp4b"
"Notch2",7.31022665241568e-09,0.891299450364416,0.274,0.258,0.000414848052297937,"0","Notch2"
"Coro7",8.40020111920000e-09,0.686903658676774,0.116,0.082,0.000476703013313481,"0","Coro7"
"Stx8",8.57988185120829e-09,0.285173415385495,0.127,0.199,0.000486899715174219,"0","Stx8"
"Gramd1b",9.08167619756429e-09,0.65515250779398,0.131,0.095,0.000515376042535576,"0","Gramd1b"
"Ptpre",9.21110409354267e-09,0.293326325117096,0.142,0.22,0.000522720946204453,"0","Ptpre"
"Myo9b",1.01113107891238e-08,0.386131217485071,0.201,0.309,0.000573806775971985,"0","Myo9b"
"Sdcbp",1.02720490953024e-08,0.679498570058294,0.184,0.148,0.000582928514109314,"0","Sdcbp"
"Birc6",1.10523290847427e-08,0.45382032109769,0.217,0.335,0.000627208623230061,"0","Birc6"
"Pacsin2",1.11261430811077e-08,0.399617192836261,0.163,0.253,0.000631397493709782,"0","Pacsin2"
"Cttnbp2nl",1.13561602751277e-08,0.258266144828309,0.073,0.125,0.00064445073945322,"0","Cttnbp2nl"
"Ube2f",1.24765091969704e-08,0.270353115465537,0.061,0.109,0.000708029420418876,"0","Ube2f"
"Git2",1.35362391949725e-08,0.302656123738491,0.098,0.159,0.000768168038075492,"0","Git2"
"Gak",1.50262658556407e-08,0.28378517024757,0.089,0.147,0.000852725561041752,"0","Gak"
"Rabep1",1.71666772539587e-08,0.383505160149848,0.127,0.2,0.000974191767484901,"0","Rabep1"
"Rngtt",1.91870280620346e-08,0.359762636217565,0.125,0.196,0.0010888446554924,"0","Rngtt"
"Cflar",1.9699715793033e-08,0.980024632678907,0.289,0.283,0.00111793917153883,"0","Cflar"
"Slc4a7",1.97133684445534e-08,0.282829845017,0.076,0.128,0.00111871394585996,"0","Slc4a7"
"Grina",2.05981358035228e-08,0.608544566396543,0.12,0.085,0.00116892360871412,"0","Grina"
"Tab2",2.22913169393782e-08,0.296642944624958,0.116,0.183,0.00126500994499278,"0","Tab2"
"Ube2d3",2.25125189391646e-08,0.443605145266885,0.165,0.256,0.00127756293727865,"0","Ube2d3"
"Rap1gds1",2.31584904756724e-08,0.332339087644721,0.128,0.199,0.00131422117600394,"0","Rap1gds1"
"Ly6e",2.48587942646131e-08,0.459920758530737,0.169,0.261,0.00141071171572253,"0","Ly6e"
"Wdfy3",2.54524930447625e-08,0.254785657099215,0.171,0.258,0.00144440352779722,"0","Wdfy3"
"Tap2",2.88563514947829e-08,0.304961560545369,0.122,0.191,0.00163756909097743,"0","Tap2"
"Taok3",4.17233187910163e-08,0.39666432183152,0.224,0.338,0.00236775661807138,"0","Taok3"
"Frmd4b",4.3739624083672e-08,0.982902852094031,0.278,0.268,0.0024821799271243,"0","Frmd4b"
"Eepd1",4.41865581442952e-08,0.381545229725249,0.138,0.214,0.00250754298813061,"0","Eepd1"
"Ccdc50",4.62048293530815e-08,0.409466224716705,0.122,0.191,0.00262207786095802,"0","Ccdc50"
"Pfkp",4.81049973435982e-08,0.420028652703831,0.166,0.254,0.00272991049425185,"0","Pfkp"
"Fos",5.06139406171694e-08,0.620756260538322,0.191,0.155,0.00287229051608375,"0","Fos"
"Dnajb6",5.08449543787719e-08,0.369083531631649,0.106,0.168,0.00288540031604092,"0","Dnajb6"
"Atrnl1",5.58504972211184e-08,0.31253882051815,0.235,0.349,0.00316945986680125,"0","Atrnl1"
"Anp32a",5.63249367211566e-08,0.710936112784787,0.129,0.096,0.00319638383398892,"0","Anp32a"
"Stau1",5.82311645258169e-08,0.280100608502762,0.066,0.112,0.00330456035567559,"0","Stau1"
"Pcnx",6.87001254985778e-08,0.294380067394809,0.079,0.129,0.00389866342191879,"0","Pcnx"
"Atp2b1",7.29560622522018e-08,0.698497860529959,0.419,0.467,0.0041401835767502,"0","Atp2b1"
"Paxbp1",7.47501827603289e-08,0.254255291017808,0.07,0.117,0.00424199812146591,"0","Paxbp1"
"Tgfb1",7.82741686188778e-08,0.808633479905629,0.127,0.096,0.0044419807949527,"0","Tgfb1"
"Ccdc88c",8.3162283906406e-08,0.296956146409246,0.061,0.104,0.00471937644940463,"0","Ccdc88c"
"5031439G07Rik",9.56022488864198e-08,0.288957492038864,0.071,0.119,0.00542533202205544,"0","5031439G07Rik"
"Ik",1.07812708671711e-07,0.402223409765615,0.124,0.193,0.00611826340441093,"0","Ik"
"Rab12",1.13656127833245e-07,0.254885484887501,0.059,0.102,0.00644987159840882,"0","Rab12"
"Map3k1",1.23373217633705e-07,0.715951137317317,0.13,0.098,0.00700130672749513,"0","Map3k1"
"Hipk2",1.42348411048863e-07,0.378067262833731,0.157,0.236,0.00807812997861195,"0","Hipk2"
"Gbp2",1.63889536243332e-07,0.376660387751746,0.247,0.209,0.00930056729227286,"0","Gbp2"
